,Perpetrator Sex,State,Relationship,Relationship Total
1529,Male,Maine,Neighbor,21
1530,Male,Maine,Mother,19
1531,Male,Maine,Father,18
1532,Male,Maine,Son,18
1533,Male,Maine,Daughter,17
1534,Male,Maine,In-Law,15
1535,Male,Maine,Brother,12
1536,Male,Maine,Family,12
1537,Male,Maine,Ex-Wife,5
1538,Male,Maine,Sister,4
1539,Male,Maine,Stepfather,4
1540,Male,Maine,Boyfriend/Girlfriend,3
1541,Male,Maine,Common-Law Wife,3
1542,Male,Maine,Stepdaughter,3
1543,Male,Maine,Boyfriend,1
1544,Male,Maine,Stepson,1
1545,Male,Maryland,Acquaintance,3038
1546,Male,Maryland,Unknown,2483
1547,Male,Maryland,Stranger,1971
1548,Male,Maryland,Girlfriend,438
1549,Male,Maryland,Wife,409
1550,Male,Maryland,Friend,145
1551,Male,Maryland,Son,132
1552,Male,Maryland,Family,125
1553,Male,Maryland,Brother,114
1554,Male,Maryland,Daughter,105
1555,Male,Maryland,Mother,81
1556,Male,Maryland,Father,80
1557,Male,Maryland,Neighbor,67
1558,Male,Maryland,In-Law,32
1559,Male,Maryland,Stepfather,25
1560,Male,Maryland,Ex-Wife,23
1561,Male,Maryland,Common-Law Wife,18
1562,Male,Maryland,Stepson,17
1563,Male,Maryland,Boyfriend/Girlfriend,16
1564,Male,Maryland,Stepdaughter,15
1565,Male,Maryland,Sister,14
1566,Male,Maryland,Boyfriend,10
1567,Male,Maryland,Employer,7
1568,Male,Maryland,Employee,3
1569,Male,Maryland,Husband,2
1570,Male,Maryland,Stepmother,1
1571,Male,Massachusetts,Acquaintance,956
1572,Male,Massachusetts,Unknown,956
1573,Male,Massachusetts,Stranger,628
1574,Male,Massachusetts,Wife,234
1575,Male,Massachusetts,Girlfriend,210
1576,Male,Massachusetts,Friend,137
1577,Male,Massachusetts,Family,64
1578,Male,Massachusetts,Mother,55
1579,Male,Massachusetts,Neighbor,54
1580,Male,Massachusetts,Son,50
1581,Male,Massachusetts,Father,36
1582,Male,Massachusetts,Brother,32
1583,Male,Massachusetts,In-Law,23
1584,Male,Massachusetts,Daughter,20
1585,Male,Massachusetts,Ex-Wife,14
1586,Male,Massachusetts,Common-Law Wife,12
1587,Male,Massachusetts,Sister,8
1588,Male,Massachusetts,Stepfather,8
1589,Male,Massachusetts,Boyfriend/Girlfriend,7
1590,Male,Massachusetts,Stepson,7
1591,Male,Massachusetts,Boyfriend,6
1592,Male,Massachusetts,Employee,4
1593,Male,Massachusetts,Employer,4
1594,Male,Massachusetts,Stepdaughter,4
1595,Male,Massachusetts,Husband,1
1596,Male,Massachusetts,Stepmother,1
1597,Male,Michigan,Acquaintance,6010
1598,Male,Michigan,Unknown,4547
1599,Male,Michigan,Stranger,2689
1600,Male,Michigan,Wife,725
1601,Male,Michigan,Girlfriend,516
1602,Male,Michigan,Friend,506
1603,Male,Michigan,Family,311
1604,Male,Michigan,Son,207
1605,Male,Michigan,Brother,203
1606,Male,Michigan,Father,164
1607,Male,Michigan,Neighbor,160
1608,Male,Michigan,Daughter,141
1609,Male,Michigan,Mother,134
1610,Male,Michigan,Common-Law Wife,84
1611,Male,Michigan,Ex-Wife,82
1612,Male,Michigan,In-Law,62
1613,Male,Michigan,Sister,49
1614,Male,Michigan,Stepfather,45
1615,Male,Michigan,Boyfriend/Girlfriend,41
1616,Male,Michigan,Stepson,27
1617,Male,Michigan,Employer,18
1618,Male,Michigan,Employee,14
1619,Male,Michigan,Stepdaughter,14
1620,Male,Michigan,Boyfriend,9
1621,Male,Michigan,Husband,6
1622,Male,Michigan,Stepmother,4
1623,Male,Michigan,Common-Law Husband,3
1624,Male,Michigan,Ex-Husband,2
1625,Male,Minnesota,Acquaintance,1211
1626,Male,Minnesota,Stranger,560
1627,Male,Minnesota,Unknown,255
1628,Male,Minnesota,Wife,210
1629,Male,Minnesota,Girlfriend,168
1630,Male,Minnesota,Son,87
1631,Male,Minnesota,Friend,77
1632,Male,Minnesota,Neighbor,59
1633,Male,Minnesota,Mother,55
1634,Male,Minnesota,Daughter,44
1635,Male,Minnesota,Family,43
1636,Male,Minnesota,Father,40
1637,Male,Minnesota,Brother,38
1638,Male,Minnesota,In-Law,17
1639,Male,Minnesota,Ex-Wife,14
1640,Male,Minnesota,Sister,12
1641,Male,Minnesota,Boyfriend/Girlfriend,9
1642,Male,Minnesota,Employer,8
1643,Male,Minnesota,Stepfather,7
1644,Male,Minnesota,Stepdaughter,5
1645,Male,Minnesota,Common-Law Wife,4
1646,Male,Minnesota,Employee,4
1647,Male,Minnesota,Boyfriend,3
1648,Male,Minnesota,Stepson,3
1649,Male,Minnesota,Stepmother,2
1650,Male,Minnesota,Common-Law Husband,1
1651,Male,Minnesota,Husband,1
1652,Male,Mississippi,Acquaintance,2098
1653,Male,Mississippi,Stranger,653
1654,Male,Mississippi,Unknown,574
1655,Male,Mississippi,Wife,259
1656,Male,Mississippi,Girlfriend,218
1657,Male,Mississippi,Family,148
1658,Male,Mississippi,Neighbor,121
1659,Male,Mississippi,Friend,120
1660,Male,Mississippi,Brother,83
1661,Male,Mississippi,In-Law,55
1662,Male,Mississippi,Son,46
1663,Male,Mississippi,Father,45
1664,Male,Mississippi,Daughter,37
1665,Male,Mississippi,Mother,25
1666,Male,Mississippi,Common-Law Wife,20
1667,Male,Mississippi,Stepfather,20
1668,Male,Mississippi,Ex-Wife,16
1669,Male,Mississippi,Stepdaughter,14
1670,Male,Mississippi,Sister,12
1671,Male,Mississippi,Employee,11
1672,Male,Mississippi,Stepson,9
1673,Male,Mississippi,Boyfriend,6
1674,Male,Mississippi,Boyfriend/Girlfriend,6
1675,Male,Mississippi,Employer,6
1676,Male,Mississippi,Stepmother,4
1677,Male,Mississippi,Husband,3
1678,Male,Mississippi,Ex-Husband,1
1679,Male,Missouri,Acquaintance,2891
1680,Male,Missouri,Unknown,1912
1681,Male,Missouri,Stranger,1341
1682,Male,Missouri,Wife,437
1683,Male,Missouri,Girlfriend,347
1684,Male,Missouri,Friend,256
1685,Male,Missouri,Family,192
1686,Male,Missouri,Son,183
1687,Male,Missouri,Neighbor,141
1688,Male,Missouri,Brother,117
1689,Male,Missouri,Daughter,101
1690,Male,Missouri,Father,79
1691,Male,Missouri,Mother,71
1692,Male,Missouri,In-Law,66
1693,Male,Missouri,Ex-Wife,50
1694,Male,Missouri,Stepson,35
1695,Male,Missouri,Stepfather,27
1696,Male,Missouri,Sister,22
1697,Male,Missouri,Stepdaughter,19
1698,Male,Missouri,Employer,15
1699,Male,Missouri,Boyfriend/Girlfriend,13
1700,Male,Missouri,Common-Law Wife,11
1701,Male,Missouri,Boyfriend,8
1702,Male,Missouri,Employee,5
1703,Male,Missouri,Stepmother,5
1704,Male,Missouri,Ex-Husband,1
1705,Male,Montana,Acquaintance,137
1706,Male,Montana,Stranger,78
1707,Male,Montana,Unknown,58
1708,Male,Montana,Wife,44
1709,Male,Montana,Girlfriend,36
1710,Male,Montana,Friend,24
1711,Male,Montana,Family,18
1712,Male,Montana,Son,13
1713,Male,Montana,Mother,10
1714,Male,Montana,Neighbor,10
1715,Male,Montana,Brother,9
1716,Male,Montana,Father,9
1717,Male,Montana,Common-Law Wife,5
1718,Male,Montana,Daughter,5
1719,Male,Montana,Sister,5
1720,Male,Montana,Stepdaughter,4
1721,Male,Montana,Stepfather,4
1722,Male,Montana,Stepson,4
1723,Male,Montana,In-Law,3
1724,Male,Montana,Ex-Wife,2
1725,Male,Montana,Boyfriend/Girlfriend,1
1726,Male,Nebraska,Acquaintance,285
1727,Male,Nebraska,Stranger,206
1728,Male,Nebraska,Wife,96
1729,Male,Nebraska,Unknown,91
1730,Male,Nebraska,Friend,77
1731,Male,Nebraska,Girlfriend,57
1732,Male,Nebraska,Family,25
1733,Male,Nebraska,Son,23
1734,Male,Nebraska,Father,15
1735,Male,Nebraska,Mother,14
1736,Male,Nebraska,Neighbor,13
1737,Male,Nebraska,Daughter,12
1738,Male,Nebraska,Brother,11
1739,Male,Nebraska,Ex-Wife,8
1740,Male,Nebraska,Sister,4
1741,Male,Nebraska,Boyfriend,3
1742,Male,Nebraska,Stepdaughter,3
1743,Male,Nebraska,Boyfriend/Girlfriend,2
1744,Male,Nebraska,Employer,2
1745,Male,Nebraska,Stepfather,2
1746,Male,Nebraska,Stepson,2
1747,Male,Nebraska,Common-Law Wife,1
1748,Male,Nebraska,Employee,1
1749,Male,Nebraska,In-Law,1
1750,Male,Nebraska,Stepmother,1
1751,Male,Nevada,Acquaintance,1116
1752,Male,Nevada,Stranger,820
1753,Male,Nevada,Unknown,497
1754,Male,Nevada,Wife,265
1755,Male,Nevada,Girlfriend,185
1756,Male,Nevada,Friend,114
1757,Male,Nevada,Son,53
1758,Male,Nevada,Neighbor,49
1759,Male,Nevada,Family,48
1760,Male,Nevada,Mother,40
1761,Male,Nevada,Ex-Wife,39
1762,Male,Nevada,Brother,37
1763,Male,Nevada,Daughter,37
1764,Male,Nevada,In-Law,24
1765,Male,Nevada,Father,20
1766,Male,Nevada,Stepfather,14
1767,Male,Nevada,Sister,13
1768,Male,Nevada,Stepdaughter,9
1769,Male,Nevada,Common-Law Wife,7
1770,Male,Nevada,Employee,7
1771,Male,Nevada,Stepson,7
1772,Male,Nevada,Boyfriend/Girlfriend,4
1773,Male,Nevada,Boyfriend,3
1774,Male,Nevada,Husband,3
1775,Male,Nevada,Stepmother,3
1776,Male,Nevada,Employer,1
1777,Male,New Hampshire,Acquaintance,137
1778,Male,New Hampshire,Stranger,71
1779,Male,New Hampshire,Wife,68
1780,Male,New Hampshire,Unknown,48
1781,Male,New Hampshire,Girlfriend,32
1782,Male,New Hampshire,Neighbor,23
1783,Male,New Hampshire,Friend,20
1784,Male,New Hampshire,Family,13
1785,Male,New Hampshire,Father,13
1786,Male,New Hampshire,Mother,12
1787,Male,New Hampshire,Ex-Wife,10
1788,Male,New Hampshire,Brother,9
1789,Male,New Hampshire,Daughter,9
1790,Male,New Hampshire,Sister,6
1791,Male,New Hampshire,Son,6
1792,Male,New Hampshire,In-Law,3
1793,Male,New Hampshire,Stepson,3
1794,Male,New Hampshire,Boyfriend/Girlfriend,2
1795,Male,New Hampshire,Common-Law Wife,2
1796,Male,New Hampshire,Employee,1
1797,Male,New Hampshire,Stepmother,1
1798,Male,New Jersey,Acquaintance,2767
1799,Male,New Jersey,Stranger,2129
1800,Male,New Jersey,Unknown,1180
1801,Male,New Jersey,Wife,478
1802,Male,New Jersey,Girlfriend,428
1803,Male,New Jersey,Friend,207
1804,Male,New Jersey,Son,150
1805,Male,New Jersey,Family,149
1806,Male,New Jersey,Neighbor,133
1807,Male,New Jersey,Mother,116
1808,Male,New Jersey,Father,82
1809,Male,New Jersey,Daughter,80
1810,Male,New Jersey,Brother,76
1811,Male,New Jersey,In-Law,39
1812,Male,New Jersey,Common-Law Wife,25
1813,Male,New Jersey,Ex-Wife,21
1814,Male,New Jersey,Stepfather,21
1815,Male,New Jersey,Stepdaughter,18
1816,Male,New Jersey,Boyfriend/Girlfriend,17
1817,Male,New Jersey,Sister,16
1818,Male,New Jersey,Stepson,10
1819,Male,New Jersey,Employee,8
1820,Male,New Jersey,Employer,6
1821,Male,New Jersey,Boyfriend,4
1822,Male,New Jersey,Stepmother,4
1823,Male,New Jersey,Husband,1
1824,Male,New Mexico,Acquaintance,1024
1825,Male,New Mexico,Stranger,685
1826,Male,New Mexico,Unknown,240
1827,Male,New Mexico,Friend,193
1828,Male,New Mexico,Wife,139
1829,Male,New Mexico,Girlfriend,121
1830,Male,New Mexico,Family,64
1831,Male,New Mexico,Neighbor,56
1832,Male,New Mexico,Son,56
1833,Male,New Mexico,Father,37
1834,Male,New Mexico,In-Law,34
1835,Male,New Mexico,Brother,33
1836,Male,New Mexico,Daughter,31
1837,Male,New Mexico,Mother,25
1838,Male,New Mexico,Ex-Wife,18
1839,Male,New Mexico,Sister,16
1840,Male,New Mexico,Stepfather,10
1841,Male,New Mexico,Boyfriend/Girlfriend,7
1842,Male,New Mexico,Common-Law Wife,5
1843,Male,New Mexico,Stepdaughter,5
1844,Male,New Mexico,Stepson,5
1845,Male,New Mexico,Employer,4
1846,Male,New Mexico,Stepmother,3
1847,Male,New Mexico,Boyfriend,2
1848,Male,New Mexico,Employee,1
1849,Male,New Mexico,Husband,1
1850,Male,New York,Unknown,8979
1851,Male,New York,Stranger,4955
1852,Male,New York,Acquaintance,4676
1853,Male,New York,Friend,1673
1854,Male,New York,Wife,987
1855,Male,New York,Girlfriend,850
1856,Male,New York,Family,485
1857,Male,New York,Son,302
1858,Male,New York,Common-Law Wife,228
1859,Male,New York,Brother,221
1860,Male,New York,Mother,221
1861,Male,New York,Daughter,179
1862,Male,New York,Father,172
1863,Male,New York,Neighbor,98
1864,Male,New York,Boyfriend/Girlfriend,67
1865,Male,New York,In-Law,57
1866,Male,New York,Ex-Wife,45
1867,Male,New York,Sister,40
1868,Male,New York,Employee,14
1869,Male,New York,Stepfather,13
1870,Male,New York,Stepson,12
1871,Male,New York,Boyfriend,11
1872,Male,New York,Stepdaughter,10
1873,Male,New York,Employer,7
1874,Male,New York,Husband,6
1875,Male,New York,Common-Law Husband,5
1876,Male,New York,Stepmother,4
1877,Male,North Carolina,Acquaintance,5132
1878,Male,North Carolina,Unknown,2692
1879,Male,North Carolina,Stranger,2380
1880,Male,North Carolina,Wife,897
1881,Male,North Carolina,Girlfriend,796
1882,Male,North Carolina,Friend,676
1883,Male,North Carolina,Family,406
1884,Male,North Carolina,Brother,252
1885,Male,North Carolina,Neighbor,196
1886,Male,North Carolina,Son,183
1887,Male,North Carolina,Father,168
1888,Male,North Carolina,In-Law,136
1889,Male,North Carolina,Mother,106
1890,Male,North Carolina,Daughter,101
1891,Male,North Carolina,Ex-Wife,80
1892,Male,North Carolina,Sister,39
1893,Male,North Carolina,Stepfather,30
1894,Male,North Carolina,Common-Law Wife,28
1895,Male,North Carolina,Stepson,25
1896,Male,North Carolina,Employer,17
1897,Male,North Carolina,Boyfriend/Girlfriend,14
1898,Male,North Carolina,Employee,12
1899,Male,North Carolina,Stepdaughter,9
1900,Male,North Carolina,Stepmother,8
1901,Male,North Carolina,Boyfriend,2
1902,Male,North Carolina,Husband,1
1903,Male,North Dakota,Acquaintance,64
1904,Male,North Dakota,Unknown,39
1905,Male,North Dakota,Stranger,30
1906,Male,North Dakota,Wife,29
1907,Male,North Dakota,Girlfriend,23
1908,Male,North Dakota,Friend,14
1909,Male,North Dakota,Brother,10
1910,Male,North Dakota,Son,8
1911,Male,North Dakota,Mother,7
1912,Male,North Dakota,Daughter,6
1913,Male,North Dakota,Family,5
1914,Male,North Dakota,Neighbor,5
1915,Male,North Dakota,Father,4
1916,Male,North Dakota,Ex-Wife,3
1917,Male,North Dakota,In-Law,2
1918,Male,North Dakota,Sister,2
1919,Male,North Dakota,Stepfather,1
1920,Male,North Dakota,Stepson,1
1921,Male,Ohio,Acquaintance,4222
1922,Male,Ohio,Stranger,2376
1923,Male,Ohio,Unknown,2211
1924,Male,Ohio,Wife,729
1925,Male,Ohio,Girlfriend,500
1926,Male,Ohio,Friend,385
1927,Male,Ohio,Family,250
1928,Male,Ohio,Neighbor,203
1929,Male,Ohio,Son,201
1930,Male,Ohio,Daughter,138
1931,Male,Ohio,Brother,133
1932,Male,Ohio,Father,132
1933,Male,Ohio,Mother,115
1934,Male,Ohio,In-Law,87
1935,Male,Ohio,Ex-Wife,63
1936,Male,Ohio,Common-Law Wife,60
1937,Male,Ohio,Stepson,36
1938,Male,Ohio,Sister,32
1939,Male,Ohio,Stepfather,28
1940,Male,Ohio,Stepdaughter,19
1941,Male,Ohio,Boyfriend/Girlfriend,14
1942,Male,Ohio,Employee,7
1943,Male,Ohio,Employer,6
1944,Male,Ohio,Stepmother,6
1945,Male,Ohio,Boyfriend,4
1946,Male,Oklahoma,Acquaintance,2504
1947,Male,Oklahoma,Stranger,1471
1948,Male,Oklahoma,Wife,386
1949,Male,Oklahoma,Unknown,317
1950,Male,Oklahoma,Friend,273
1951,Male,Oklahoma,Girlfriend,250
1952,Male,Oklahoma,Family,182
1953,Male,Oklahoma,Son,132
1954,Male,Oklahoma,Neighbor,122
1955,Male,Oklahoma,Brother,106
1956,Male,Oklahoma,In-Law,94
1957,Male,Oklahoma,Father,93
1958,Male,Oklahoma,Mother,90
1959,Male,Oklahoma,Daughter,74
1960,Male,Oklahoma,Ex-Wife,68
1961,Male,Oklahoma,Common-Law Wife,63
1962,Male,Oklahoma,Stepson,50
1963,Male,Oklahoma,Stepfather,33
1964,Male,Oklahoma,Stepdaughter,29
1965,Male,Oklahoma,Sister,26
1966,Male,Oklahoma,Boyfriend/Girlfriend,20
1967,Male,Oklahoma,Employer,8
1968,Male,Oklahoma,Employee,4
1969,Male,Oklahoma,Stepmother,4
1970,Male,Oklahoma,Boyfriend,2
1971,Male,Oregon,Acquaintance,816
1972,Male,Oregon,Stranger,626
1973,Male,Oregon,Unknown,403
1974,Male,Oregon,Wife,297
1975,Male,Oregon,Friend,286
1976,Male,Oregon,Girlfriend,174
1977,Male,Oregon,Son,78
1978,Male,Oregon,Mother,60
1979,Male,Oregon,Neighbor,59
1980,Male,Oregon,Family,56
1981,Male,Oregon,Daughter,49
1982,Male,Oregon,Brother,44
1983,Male,Oregon,Father,40
1984,Male,Oregon,In-Law,24
1985,Male,Oregon,Ex-Wife,19
1986,Male,Oregon,Stepson,15
1987,Male,Oregon,Boyfriend/Girlfriend,14
1988,Male,Oregon,Stepfather,13
1989,Male,Oregon,Sister,12
1990,Male,Oregon,Common-Law Wife,7
1991,Male,Oregon,Employer,5
1992,Male,Oregon,Employee,4
1993,Male,Oregon,Stepdaughter,3
1994,Male,Oregon,Boyfriend,2
1995,Male,Oregon,Ex-Husband,1
1996,Male,Oregon,Stepmother,1
1997,Male,Pennsylvania,Unknown,4821
1998,Male,Pennsylvania,Acquaintance,4633
1999,Male,Pennsylvania,Stranger,3121
2000,Male,Pennsylvania,Wife,899
2001,Male,Pennsylvania,Girlfriend,753
2002,Male,Pennsylvania,Friend,552
2003,Male,Pennsylvania,Neighbor,339
2004,Male,Pennsylvania,Son,284
2005,Male,Pennsylvania,Family,280
2006,Male,Pennsylvania,Daughter,181
2007,Male,Pennsylvania,Brother,175
2008,Male,Pennsylvania,Mother,160
2009,Male,Pennsylvania,Father,135
2010,Male,Pennsylvania,In-Law,86
2011,Male,Pennsylvania,Common-Law Wife,61
2012,Male,Pennsylvania,Sister,49
2013,Male,Pennsylvania,Ex-Wife,40
2014,Male,Pennsylvania,Stepson,34
2015,Male,Pennsylvania,Stepfather,26
2016,Male,Pennsylvania,Stepdaughter,25
2017,Male,Pennsylvania,Boyfriend/Girlfriend,24
2018,Male,Pennsylvania,Employee,17
2019,Male,Pennsylvania,Boyfriend,9
2020,Male,Pennsylvania,Employer,6
2021,Male,Pennsylvania,Husband,4
2022,Male,Pennsylvania,Stepmother,4
2023,Male,Pennsylvania,Common-Law Husband,3
2024,Male,Pennsylvania,Ex-Husband,1
2025,Male,Rhodes Island,Acquaintance,285
2026,Male,Rhodes Island,Stranger,132
2027,Male,Rhodes Island,Unknown,118
2028,Male,Rhodes Island,Girlfriend,52
2029,Male,Rhodes Island,Wife,42
2030,Male,Rhodes Island,Friend,28
2031,Male,Rhodes Island,Mother,16
2032,Male,Rhodes Island,Neighbor,14
2033,Male,Rhodes Island,Son,13
2034,Male,Rhodes Island,Daughter,10
2035,Male,Rhodes Island,Family,9
2036,Male,Rhodes Island,Father,8
2037,Male,Rhodes Island,Brother,6
2038,Male,Rhodes Island,In-Law,3
2039,Male,Rhodes Island,Common-Law Wife,2
2040,Male,Rhodes Island,Ex-Wife,2
2041,Male,Rhodes Island,Stepdaughter,2
2042,Male,Rhodes Island,Boyfriend,1
2043,Male,Rhodes Island,Stepfather,1
2044,Male,South Carolina,Acquaintance,3563
2045,Male,South Carolina,Stranger,1723
2046,Male,South Carolina,Unknown,1059
2047,Male,South Carolina,Wife,646
2048,Male,South Carolina,Girlfriend,554
2049,Male,South Carolina,Friend,362
2050,Male,South Carolina,Family,302
2051,Male,South Carolina,Brother,165
2052,Male,South Carolina,Common-Law Wife,120
2053,Male,South Carolina,In-Law,115
2054,Male,South Carolina,Son,111
2055,Male,South Carolina,Father,105
2056,Male,South Carolina,Neighbor,82
2057,Male,South Carolina,Mother,72
2058,Male,South Carolina,Stepfather,57
2059,Male,South Carolina,Daughter,55
2060,Male,South Carolina,Boyfriend/Girlfriend,43
2061,Male,South Carolina,Ex-Wife,40
2062,Male,South Carolina,Stepson,35
2063,Male,South Carolina,Sister,18
2064,Male,South Carolina,Stepmother,14
2065,Male,South Carolina,Stepdaughter,12
2066,Male,South Carolina,Employer,7
2067,Male,South Carolina,Employee,1
2068,Male,South Carolina,Ex-Husband,1
2069,Male,South Dakota,Acquaintance,120
2070,Male,South Dakota,Stranger,50
2071,Male,South Dakota,Unknown,41
2072,Male,South Dakota,Wife,37
2073,Male,South Dakota,Son,22
2074,Male,South Dakota,Girlfriend,19
2075,Male,South Dakota,Friend,17
2076,Male,South Dakota,Family,11
2077,Male,South Dakota,Neighbor,10
2078,Male,South Dakota,Daughter,7
2079,Male,South Dakota,Father,7
2080,Male,South Dakota,Mother,4
2081,Male,South Dakota,Brother,3
2082,Male,South Dakota,Stepson,3
2083,Male,South Dakota,Common-Law Wife,2
2084,Male,South Dakota,Ex-Wife,2
2085,Male,South Dakota,Stepfather,2
2086,Male,South Dakota,Boyfriend/Girlfriend,1
2087,Male,South Dakota,Sister,1
2088,Male,South Dakota,Stepmother,1
2089,Male,Tennessee,Acquaintance,4446
2090,Male,Tennessee,Stranger,2054
2091,Male,Tennessee,Unknown,1747
2092,Male,Tennessee,Wife,587
2093,Male,Tennessee,Girlfriend,494
2094,Male,Tennessee,Friend,385
2095,Male,Tennessee,Family,230
2096,Male,Tennessee,Brother,197
2097,Male,Tennessee,Neighbor,161
2098,Male,Tennessee,Son,128
2099,Male,Tennessee,Father,121
2100,Male,Tennessee,In-Law,106
2101,Male,Tennessee,Mother,80
2102,Male,Tennessee,Daughter,77
2103,Male,Tennessee,Ex-Wife,59
2104,Male,Tennessee,Stepfather,41
2105,Male,Tennessee,Sister,36
2106,Male,Tennessee,Stepson,36
2107,Male,Tennessee,Common-Law Wife,25
2108,Male,Tennessee,Boyfriend/Girlfriend,20
2109,Male,Tennessee,Stepdaughter,17
2110,Male,Tennessee,Employer,10
2111,Male,Tennessee,Employee,7
2112,Male,Tennessee,Stepmother,5
2113,Male,Tennessee,Boyfriend,3
2114,Male,Tennessee,Ex-Husband,2
2115,Male,Tennessee,Husband,1
2116,Male,Texas,Acquaintance,13906
2117,Male,Texas,Stranger,10280
2118,Male,Texas,Unknown,6505
2119,Male,Texas,Wife,2497
2120,Male,Texas,Friend,1756
2121,Male,Texas,Girlfriend,1167
2122,Male,Texas,Family,950
2123,Male,Texas,Neighbor,674
2124,Male,Texas,In-Law,643
2125,Male,Texas,Common-Law Wife,546
2126,Male,Texas,Son,545
2127,Male,Texas,Brother,540
2128,Male,Texas,Daughter,397
2129,Male,Texas,Father,392
2130,Male,Texas,Mother,286
2131,Male,Texas,Ex-Wife,260
2132,Male,Texas,Stepson,232
2133,Male,Texas,Stepfather,151
2134,Male,Texas,Stepdaughter,117
2135,Male,Texas,Boyfriend/Girlfriend,81
2136,Male,Texas,Sister,79
2137,Male,Texas,Employer,45
2138,Male,Texas,Husband,43
2139,Male,Texas,Employee,39
2140,Male,Texas,Boyfriend,30
2141,Male,Texas,Stepmother,17
2142,Male,Texas,Common-Law Husband,10
2143,Male,Texas,Ex-Husband,10
2144,Male,Utah,Acquaintance,396
2145,Male,Utah,Unknown,316
2146,Male,Utah,Stranger,258
2147,Male,Utah,Wife,157
2148,Male,Utah,Girlfriend,89
2149,Male,Utah,Friend,53
2150,Male,Utah,Son,52
2151,Male,Utah,Daughter,35
2152,Male,Utah,Brother,27
2153,Male,Utah,Family,24
2154,Male,Utah,Ex-Wife,20
2155,Male,Utah,Neighbor,19
2156,Male,Utah,Mother,15
2157,Male,Utah,Father,12
2158,Male,Utah,Stepson,12
2159,Male,Utah,Common-Law Wife,11
2160,Male,Utah,In-Law,11
2161,Male,Utah,Stepdaughter,9
2162,Male,Utah,Sister,6
2163,Male,Utah,Employee,5
2164,Male,Utah,Stepfather,4
2165,Male,Utah,Boyfriend/Girlfriend,3
2166,Male,Utah,Employer,2
2167,Male,Utah,Ex-Husband,1
2168,Male,Utah,Husband,1
2169,Male,Utah,Stepmother,1
2170,Male,Vermont,Acquaintance,113
2171,Male,Vermont,Stranger,45
2172,Male,Vermont,Wife,41
2173,Male,Vermont,Unknown,33
2174,Male,Vermont,Friend,22
2175,Male,Vermont,Girlfriend,18
2176,Male,Vermont,Neighbor,11
2177,Male,Vermont,Mother,8
2178,Male,Vermont,Son,8
2179,Male,Vermont,Father,7
2180,Male,Vermont,Family,5
2181,Male,Vermont,Daughter,4
2182,Male,Vermont,Stepfather,4
2183,Male,Vermont,Brother,3
2184,Male,Vermont,Stepdaughter,3
2185,Male,Vermont,Boyfriend/Girlfriend,2
2186,Male,Vermont,Common-Law Wife,1
2187,Male,Vermont,Employer,1
2188,Male,Vermont,Ex-Wife,1
2189,Male,Virginia,Acquaintance,3858
2190,Male,Virginia,Unknown,2189
2191,Male,Virginia,Stranger,1598
2192,Male,Virginia,Wife,815
2193,Male,Virginia,Girlfriend,556
2194,Male,Virginia,Friend,342
2195,Male,Virginia,Family,255
2196,Male,Virginia,Brother,162
2197,Male,Virginia,Neighbor,149
2198,Male,Virginia,Son,149
2199,Male,Virginia,Father,127
2200,Male,Virginia,In-Law,103
2201,Male,Virginia,Daughter,102
2202,Male,Virginia,Mother,95
2203,Male,Virginia,Ex-Wife,51
2204,Male,Virginia,Sister,43
2205,Male,Virginia,Stepfather,34
2206,Male,Virginia,Boyfriend/Girlfriend,27
2207,Male,Virginia,Common-Law Wife,25
2208,Male,Virginia,Stepson,23
2209,Male,Virginia,Stepdaughter,22
2210,Male,Virginia,Employer,15
2211,Male,Virginia,Employee,10
2212,Male,Virginia,Stepmother,8
2213,Male,Virginia,Boyfriend,2
2214,Male,Virginia,Husband,1
2215,Male,Washington,Acquaintance,1791
2216,Male,Washington,Stranger,1177
2217,Male,Washington,Unknown,635
2218,Male,Washington,Wife,408
2219,Male,Washington,Friend,328
2220,Male,Washington,Girlfriend,295
2221,Male,Washington,Son,120
2222,Male,Washington,Neighbor,111
2223,Male,Washington,Family,102
2224,Male,Washington,Daughter,83
2225,Male,Washington,Brother,74
2226,Male,Washington,Mother,66
2227,Male,Washington,In-Law,60
2228,Male,Washington,Father,51
2229,Male,Washington,Sister,32
2230,Male,Washington,Ex-Wife,31
2231,Male,Washington,Boyfriend/Girlfriend,23
2232,Male,Washington,Stepfather,21
2233,Male,Washington,Stepson,17
2234,Male,Washington,Employer,15
2235,Male,Washington,Stepdaughter,13
2236,Male,Washington,Common-Law Wife,9
2237,Male,Washington,Employee,7
2238,Male,Washington,Stepmother,5
2239,Male,Washington,Boyfriend,2
2240,Male,Washington,Ex-Husband,1
2241,Male,West Virginia,Acquaintance,869
2242,Male,West Virginia,Stranger,256
2243,Male,West Virginia,Unknown,256
2244,Male,West Virginia,Wife,226
2245,Male,West Virginia,Girlfriend,115
2246,Male,West Virginia,Neighbor,108
2247,Male,West Virginia,Friend,86
2248,Male,West Virginia,Family,79
2249,Male,West Virginia,Brother,64
2250,Male,West Virginia,Father,54
2251,Male,West Virginia,Son,54
2252,Male,West Virginia,In-Law,49
2253,Male,West Virginia,Common-Law Wife,28
2254,Male,West Virginia,Ex-Wife,25
2255,Male,West Virginia,Mother,25
2256,Male,West Virginia,Daughter,20
