State,Year,TotalHomicide,Rank
Nevada,1980,154,31.0
Nevada,1991,139,32.0
Nevada,1993,137,33.0
Nevada,1992,136,33.0
Nevada,2012,136,28.0
Nevada,2000,135,26.0
Nevada,1982,130,33.0
Nevada,1983,118,32.0
Nevada,1986,110,34.0
Nevada,1990,105,32.0
Nevada,1988,104,32.0
Nevada,1985,101,34.0
Nevada,1989,98,34.0
Nevada,1984,97,32.0
Nevada,1987,82,36.0
New Hampshire,1991,37,42.0
New Hampshire,1989,36,43.0
New Hampshire,1987,34,42.0
New Hampshire,1988,29,44.0
New Hampshire,1981,28,45.0
New Hampshire,1980,24,48.0
New Hampshire,1986,24,46.0
New Hampshire,2013,23,45.0
New Hampshire,1982,21,47.0
New Hampshire,1990,21,45.0
New Hampshire,1993,21,45.0
New Hampshire,1996,21,43.0
New Hampshire,1999,20,43.0
New Hampshire,1983,19,48.0
New Hampshire,1992,19,47.0
New Hampshire,2001,19,45.0
New Hampshire,1985,18,48.0
New Hampshire,2005,18,46.0
New Hampshire,1995,17,45.0
New Hampshire,2011,17,48.0
New Hampshire,1994,16,45.0
New Hampshire,1998,16,44.0
New Hampshire,2014,16,46.0
New Hampshire,2000,15,44.0
New Hampshire,2012,15,47.0
New Hampshire,2002,14,47.0
New Hampshire,2004,14,49.0
New Hampshire,2008,13,48.0
New Hampshire,2010,13,48.0
New Hampshire,1984,12,50.0
New Hampshire,2006,12,48.0
New Hampshire,2003,11,49.0
New Hampshire,2007,11,51.0
New Hampshire,2009,11,49.0
New Jersey,1981,567,10.0
New Jersey,1980,534,11.0
New Jersey,1982,497,12.0
New Jersey,2006,447,14.0
New Jersey,1990,443,15.0
New Jersey,1988,434,13.0
New Jersey,2005,434,15.0
New Jersey,1993,433,17.0
New Jersey,1995,423,18.0
New Jersey,1991,421,15.0
New Jersey,2003,421,15.0
New Jersey,2013,420,12.0
New Jersey,1985,419,11.0
New Jersey,2004,418,14.0
New Jersey,1992,417,17.0
New Jersey,1983,415,12.0
New Jersey,1994,414,19.0
New Jersey,1986,407,15.0
New Jersey,1989,406,16.0
New Jersey,2012,405,14.0
New Jersey,1984,399,12.0
New Jersey,2011,398,15.0
New Jersey,2010,392,16.0
New Jersey,2007,390,18.0
New Jersey,2008,378,16.0
New Jersey,1987,365,15.0
New Jersey,2014,359,14.0
New Jersey,1997,358,19.0
New Jersey,2001,355,18.0
New Jersey,1996,352,18.0
New Jersey,2002,349,17.0
New Jersey,1998,334,19.0
New Jersey,2009,334,17.0
New Jersey,2000,298,18.0
New Jersey,1999,296,18.0
New Mexico,2007,164,29.0
New Mexico,2004,158,30.0
New Mexico,1998,157,27.0
New Mexico,2009,156,30.0
New Mexico,2002,149,29.0
New Mexico,1999,147,27.0
New Mexico,1986,145,31.0
New Mexico,1996,144,32.0
New Mexico,2010,142,29.0
New Mexico,1980,141,33.0
New Mexico,2005,139,31.0
New Mexico,1985,138,30.0
New Mexico,2008,138,30.0
New Mexico,1988,134,30.0
New Mexico,2011,132,29.0
New Mexico,1987,131,31.0
New Mexico,2014,128,29.0
New Mexico,2000,126,28.0
New Mexico,1995,120,34.0
New Mexico,2013,119,30.0
New Mexico,1982,115,34.0
New Mexico,1991,115,34.0
New Mexico,1994,115,33.0
New Mexico,1997,114,33.0
New Mexico,2003,113,31.0
New Mexico,2012,112,31.0
New Mexico,2006,111,34.0
New Mexico,1989,108,32.0
New Mexico,1993,102,35.0
New Mexico,1992,101,36.0
New Mexico,2001,98,32.0
New Mexico,1990,96,34.0
New Mexico,1983,81,35.0
New Mexico,1984,79,35.0
New Mexico,1981,4,51.0
New York,1993,2511,2.0
New York,1992,2447,2.0
New York,1991,2411,3.0
New York,1990,2268,3.0
New York,1980,2197,3.0
New York,1988,2143,2.0
New York,1983,2086,3.0
New York,1994,2062,3.0
New York,1982,1992,2.0
New York,1989,1963,3.0
New York,1987,1881,3.0
New York,1984,1829,3.0
New York,1981,1818,3.0
New York,1986,1682,3.0
New York,1995,1601,3.0
New York,1985,1562,3.0
New York,1996,1355,4.0
New York,1997,1113,3.0
New York,2000,956,3.0
New York,2001,949,3.0
New York,2006,944,4.0
New York,1998,931,4.0
New York,1999,925,3.0
New York,2003,917,4.0
New York,2002,903,4.0
New York,2004,902,4.0
New York,2005,894,4.0
New York,2010,863,4.0
New York,2008,838,4.0
New York,2007,800,4.0
New York,2009,781,4.0
New York,2011,769,4.0
New York,2012,682,6.0
New York,2013,651,5.0
New York,2014,642,5.0
North Carolina,1993,796,9.0
North Carolina,1994,785,8.0
North Carolina,1991,779,6.0
North Carolina,1992,728,8.0
North Carolina,1995,714,9.0
North Carolina,1990,704,8.0
North Carolina,1997,647,9.0
North Carolina,1996,638,10.0
North Carolina,1998,633,7.0
North Carolina,1980,628,9.0
North Carolina,2005,593,7.0
North Carolina,1989,589,9.0
North Carolina,2008,587,7.0
North Carolina,1999,575,8.0
North Carolina,2007,575,10.0
North Carolina,2002,572,10.0
North Carolina,2000,570,8.0
North Carolina,1982,563,11.0
North Carolina,2006,560,9.0
North Carolina,2001,543,9.0
North Carolina,1981,541,11.0
North Carolina,1985,527,9.0
North Carolina,1987,523,9.0
North Carolina,1983,521,10.0
North Carolina,2003,521,11.0
North Carolina,1986,519,11.0
North Carolina,1988,507,9.0
North Carolina,2011,507,9.0
North Carolina,2009,506,10.0
North Carolina,2004,503,10.0
North Carolina,2012,503,10.0
North Carolina,1984,495,10.0
North Carolina,2014,493,8.0
North Carolina,2013,477,9.0
North Carolina,2010,468,11.0
North Dakota,1981,15,48.0
North Dakota,1983,15,49.0
North Dakota,2014,15,47.0
North Dakota,2011,14,49.0
North Dakota,2012,14,48.0
North Dakota,1984,13,49.0
North Dakota,1988,13,47.0
North Dakota,2007,13,49.0
North Dakota,1992,12,48.0
North Dakota,1993,11,49.0
North Dakota,1996,11,47.0
North Dakota,2005,11,50.0
North Dakota,2013,11,49.0
North Dakota,1987,10,50.0
North Dakota,1980,9,49.0
North Dakota,2001,9,49.0
North Dakota,2009,9,50.0
North Dakota,2010,9,49.0
North Dakota,2003,8,51.0
North Dakota,2004,8,51.0
North Dakota,1985,7,51.0
North Dakota,1986,7,50.0
North Dakota,1997,7,48.0
North Dakota,1998,7,47.0
North Dakota,1999,7,49.0
North Dakota,2006,7,51.0
North Dakota,1982,6,49.0
North Dakota,1990,5,49.0
North Dakota,1995,5,50.0
North Dakota,2002,5,51.0
North Dakota,1991,4,48.0
North Dakota,2000,4,50.0
North Dakota,1989,3,50.0
North Dakota,2008,3,50.0
North Dakota,1994,1,49.0
Ohio,1980,879,7.0
Ohio,1981,797,7.0
Ohio,1991,738,7.0
Ohio,1982,689,8.0
Ohio,1992,686,10.0
Ohio,1990,634,9.0
Ohio,1989,632,8.0
Ohio,1993,631,12.0
Ohio,1994,623,11.0
Ohio,1987,605,6.0
Ohio,1983,589,8.0
Ohio,2005,565,9.0
Ohio,1988,559,8.0
Ohio,1995,553,12.0
Ohio,1986,546,9.0
Ohio,1984,543,7.0
Ohio,1985,540,8.0
Ohio,2006,526,10.0
Ohio,2009,520,8.0
Ohio,2007,505,12.0
Ohio,2002,504,12.0
Ohio,2011,499,10.0
Ohio,2003,497,12.0
Ohio,1996,496,13.0
Ohio,2004,495,11.0
Ohio,2010,481,9.0
Ohio,2012,475,11.0
Ohio,2013,474,10.0
Ohio,2008,469,11.0
Ohio,2014,455,10.0
Ohio,2001,452,12.0
Ohio,1997,380,18.0
Ohio,1998,377,17.0
Ohio,1999,372,15.0
Ohio,2000,372,15.0
Oklahoma,1995,401,19.0
Oklahoma,1982,378,18.0
Oklahoma,1980,320,21.0
Oklahoma,1981,316,20.0
Oklahoma,1993,301,22.0
Oklahoma,1986,285,20.0
Oklahoma,1985,283,19.0
Oklahoma,1983,272,19.0
Oklahoma,1990,272,20.0
Oklahoma,1987,268,19.0
Oklahoma,1988,265,22.0
Oklahoma,1984,264,19.0
Oklahoma,1994,259,24.0
Oklahoma,1999,254,20.0
Oklahoma,2007,253,21.0
Oklahoma,1997,249,24.0
Oklahoma,1991,246,24.0
Oklahoma,2009,246,21.0
Oklahoma,1989,240,21.0
Oklahoma,2012,239,20.0
Oklahoma,1996,235,22.0
Oklahoma,2003,232,22.0
Oklahoma,2011,227,20.0
Oklahoma,2006,223,22.0
Oklahoma,1992,221,25.0
Oklahoma,2013,216,20.0
Oklahoma,1998,215,21.0
Oklahoma,2001,215,21.0
Oklahoma,2008,212,21.0
Oklahoma,2010,209,21.0
Oklahoma,2004,205,24.0
Oklahoma,2000,202,22.0
Oklahoma,2005,201,24.0
Oklahoma,2014,199,21.0
Oklahoma,2002,186,25.0
Oregon,1986,184,26.0
Oregon,1994,178,30.0
Oregon,1987,166,28.0
Oregon,1991,163,30.0
Oregon,1992,163,31.0
Oregon,1988,161,26.0
Oregon,1993,154,31.0
Oregon,1989,148,30.0
Oregon,1984,147,29.0
Oregon,1995,146,33.0
Oregon,1982,143,32.0
Oregon,1980,141,33.0
Oregon,1998,140,29.0
Oregon,1996,139,33.0
Oregon,1985,133,31.0
Oregon,1990,125,30.0
Oregon,1981,118,34.0
Oregon,1983,113,33.0
Oregon,1997,113,34.0
Oregon,2006,107,35.0
Oregon,2004,105,33.0
Oregon,2001,102,31.0
Oregon,2009,98,34.0
Oregon,2005,97,35.0
Oregon,2012,97,32.0
Oregon,1999,95,31.0
Oregon,2010,93,35.0
Oregon,2011,92,33.0
Oregon,2013,85,34.0
Oregon,2014,84,34.0
Oregon,2007,82,35.0
Oregon,2008,80,34.0
Oregon,2003,78,35.0
Oregon,2002,76,34.0
Oregon,2000,71,33.0
Pennsylvania,1980,844,8.0
Pennsylvania,1993,834,7.0
Pennsylvania,2007,794,5.0
Pennsylvania,2006,790,5.0
Pennsylvania,2005,785,5.0
Pennsylvania,1990,784,5.0
Pennsylvania,1992,772,7.0
Pennsylvania,2012,766,4.0
Pennsylvania,1981,759,8.0
Pennsylvania,1989,745,7.0
Pennsylvania,2009,741,5.0
Pennsylvania,1997,739,7.0
Pennsylvania,1994,734,9.0
Pennsylvania,1991,733,8.0
Pennsylvania,1995,725,8.0
Pennsylvania,2008,705,5.0
Pennsylvania,1982,704,7.0
Pennsylvania,1996,703,8.0
Pennsylvania,2010,699,5.0
Pennsylvania,2004,696,5.0
Pennsylvania,2011,689,5.0
Pennsylvania,2013,667,4.0
Pennsylvania,2003,661,5.0
Pennsylvania,2001,657,7.0
Pennsylvania,2014,646,4.0
Pennsylvania,1998,628,8.0
Pennsylvania,2002,625,7.0
Pennsylvania,1983,613,7.0
Pennsylvania,2000,604,7.0
Pennsylvania,1999,596,7.0
Pennsylvania,1985,581,6.0
Pennsylvania,1988,572,7.0
Pennsylvania,1984,561,6.0
Pennsylvania,1986,560,8.0
Pennsylvania,1987,524,8.0
Rhodes Island,1989,51,37.0
Rhodes Island,1990,48,38.0
Rhodes Island,2000,45,38.0
Rhodes Island,1994,44,39.0
Rhodes Island,1980,43,43.0
Rhodes Island,1981,42,42.0
Rhodes Island,1987,41,40.0
Rhodes Island,1988,41,38.0
Rhodes Island,1993,41,39.0
Rhodes Island,2002,41,39.0
Rhodes Island,2001,40,37.0
Rhodes Island,1991,38,41.0
Rhodes Island,1992,37,42.0
Rhodes Island,2012,37,40.0
Rhodes Island,1982,36,40.0
Rhodes Island,1985,36,42.0
Rhodes Island,1999,36,38.0
Rhodes Island,1986,34,42.0
Rhodes Island,2005,34,42.0
Rhodes Island,1983,32,43.0
Rhodes Island,1984,32,43.0
Rhodes Island,1995,32,41.0
Rhodes Island,2009,32,42.0
Rhodes Island,2008,31,39.0
Rhodes Island,2013,31,41.0
Rhodes Island,2004,30,42.0
Rhodes Island,2010,30,42.0
Rhodes Island,2006,28,42.0
Rhodes Island,1997,27,41.0
Rhodes Island,2014,27,44.0
Rhodes Island,1996,25,42.0
Rhodes Island,1998,25,40.0
Rhodes Island,2003,25,41.0
Rhodes Island,2011,20,44.0
Rhodes Island,2007,19,45.0
South Carolina,1990,422,18.0
South Carolina,1993,392,19.0
South Carolina,1991,382,17.0
South Carolina,2006,373,17.0
South Carolina,1992,371,19.0
South Carolina,2007,369,19.0
South Carolina,1982,368,19.0
South Carolina,1980,367,20.0
South Carolina,1994,364,21.0
South Carolina,2012,349,17.0
South Carolina,1996,346,19.0
South Carolina,1988,345,18.0
South Carolina,1981,336,19.0
South Carolina,1989,336,18.0
South Carolina,2014,336,18.0
South Carolina,2011,334,17.0
South Carolina,1983,333,18.0
South Carolina,2001,333,20.0
South Carolina,1987,326,18.0
South Carolina,1997,324,20.0
South Carolina,1985,323,17.0
South Carolina,1986,322,18.0
South Carolina,2005,321,20.0
South Carolina,1984,319,17.0
South Carolina,2013,318,19.0
South Carolina,2009,315,19.0
South Carolina,2002,311,19.0
South Carolina,1998,310,20.0
South Carolina,2003,308,19.0
South Carolina,2008,307,20.0
South Carolina,1995,301,22.0
South Carolina,2004,293,19.0
South Carolina,2000,288,19.0
South Carolina,1999,278,19.0
South Carolina,2010,278,19.0
South Dakota,2008,24,44.0
South Dakota,1993,21,45.0
South Dakota,2014,20,45.0
South Dakota,2011,19,46.0
South Dakota,1986,18,48.0
South Dakota,2009,18,47.0
South Dakota,2010,17,47.0
South Dakota,1982,16,48.0
South Dakota,2004,16,47.0
South Dakota,2012,16,46.0
South Dakota,2005,15,48.0
South Dakota,2007,15,47.0
South Dakota,1990,14,47.0
South Dakota,1999,14,46.0
South Dakota,1988,13,47.0
South Dakota,1995,13,46.0
South Dakota,2013,13,48.0
South Dakota,1991,12,47.0
South Dakota,2002,12,50.0
South Dakota,1983,11,50.0
South Dakota,1987,11,48.0
South Dakota,2003,11,49.0
South Dakota,2006,11,49.0
South Dakota,1981,10,49.0
South Dakota,1984,10,51.0
South Dakota,2001,10,48.0
South Dakota,1985,9,50.0
South Dakota,1994,9,47.0
South Dakota,1989,8,49.0
South Dakota,2000,8,49.0
South Dakota,1992,6,50.0
South Dakota,1996,6,48.0
South Dakota,1998,6,48.0
South Dakota,1980,5,51.0
South Dakota,1997,5,49.0
Tennessee,1980,497,14.0
Tennessee,2009,486,12.0
Tennessee,1995,473,15.0
Tennessee,1992,468,15.0
Tennessee,1993,468,16.0
Tennessee,2005,463,14.0
Tennessee,2002,457,13.0
Tennessee,1986,454,12.0
Tennessee,1994,449,16.0
Tennessee,2007,445,14.0
Tennessee,2001,444,14.0
Tennessee,2006,444,15.0
Tennessee,2012,440,12.0
Tennessee,1997,439,13.0
Tennessee,1998,436,12.0
Tennessee,2000,435,12.0
Tennessee,1990,433,17.0
Tennessee,1981,426,17.0
Tennessee,2003,426,14.0
Tennessee,1996,423,15.0
Tennessee,2011,421,13.0
Tennessee,1982,418,17.0
Tennessee,2014,414,13.0
Tennessee,2008,412,13.0
Tennessee,1999,411,13.0
Tennessee,1988,407,14.0
Tennessee,1987,404,11.0
Tennessee,1991,401,16.0
Tennessee,2010,397,15.0
Tennessee,1983,393,14.0
Tennessee,1985,387,14.0
Tennessee,2004,382,16.0
Tennessee,1989,371,17.0
Tennessee,2013,363,16.0
Tennessee,1984,343,16.0
Texas,1991,2768,2.0
Texas,1990,2485,2.0
Texas,1980,2402,2.0
Texas,1992,2359,3.0
Texas,1983,2352,2.0
Texas,1986,2347,2.0
Texas,1981,2293,2.0
Texas,1993,2271,3.0
Texas,1985,2248,2.0
Texas,1984,2208,2.0
Texas,1989,2142,2.0
Texas,1994,2121,2.0
Texas,1987,2039,2.0
Texas,1988,2009,3.0
Texas,1982,1848,3.0
Texas,1995,1733,2.0
Texas,1996,1549,2.0
Texas,2007,1533,2.0
Texas,2003,1510,2.0
Texas,2005,1480,2.0
Texas,2009,1470,2.0
Texas,2006,1464,2.0
Texas,1998,1448,2.0
Texas,2004,1431,2.0
Texas,1997,1428,2.0
Texas,2001,1387,2.0
Texas,2002,1383,2.0
Texas,2008,1368,2.0
Texas,2010,1363,2.0
Texas,2014,1324,2.0
Texas,2000,1308,2.0
Texas,2013,1272,2.0
Texas,1999,1268,2.0
Texas,2012,1267,2.0
Texas,2011,1217,2.0
Utah,2001,82,33.0
Utah,1995,78,36.0
Utah,1997,75,36.0
Utah,2014,72,36.0
Utah,1994,70,36.0
Utah,1993,69,36.0
Utah,1996,67,35.0
Utah,1998,66,34.0
Utah,2007,65,36.0
Utah,2003,61,37.0
Utah,2005,60,37.0
Utah,1999,58,34.0
Utah,2004,58,37.0
Utah,2010,58,36.0
Utah,2002,57,37.0
Utah,2012,57,35.0
Utah,1983,56,40.0
Utah,1987,56,37.0
Utah,1982,55,39.0
Utah,1986,55,37.0
Utah,1991,55,37.0
Utah,2011,55,37.0
Utah,1981,54,39.0
Utah,1992,54,37.0
Utah,2000,54,35.0
Utah,1980,53,40.0
Utah,1985,53,38.0
Utah,1990,53,36.0
Utah,2006,52,38.0
Utah,2013,51,37.0
Utah,1984,49,40.0
Utah,1988,48,35.0
Utah,1989,46,39.0
Utah,2009,41,40.0
Utah,2008,40,38.0
Vermont,1999,20,43.0
Vermont,1985,17,49.0
Vermont,2008,17,47.0
Vermont,1987,16,47.0
Vermont,1996,16,46.0
Vermont,2004,16,47.0
Vermont,2003,15,48.0
Vermont,1984,14,48.0
Vermont,1990,14,47.0
Vermont,1991,14,46.0
Vermont,2006,14,47.0
Vermont,1993,13,48.0
Vermont,1995,13,46.0
Vermont,2002,13,48.0
Vermont,2007,13,49.0
Vermont,1986,12,49.0
Vermont,1988,12,49.0
Vermont,1998,12,45.0
Vermont,1989,11,48.0
Vermont,1992,11,49.0
Vermont,2011,11,50.0
Vermont,2013,11,49.0
Vermont,2014,11,50.0
Vermont,2000,10,48.0
Vermont,2005,10,51.0
Vermont,2012,10,49.0
Vermont,1980,9,49.0
Vermont,1981,9,50.0
Vermont,1997,9,47.0
Vermont,2009,8,51.0
Vermont,2001,7,50.0
Vermont,2010,7,51.0
Vermont,1983,6,51.0
Vermont,1994,6,48.0
Vermont,1982,5,50.0
Virginia,1994,605,13.0
Virginia,1991,596,10.0
Virginia,1992,581,13.0
Virginia,1990,561,12.0
Virginia,1993,559,14.0
Virginia,1995,519,13.0
Virginia,1989,511,12.0
Virginia,1996,508,12.0
Virginia,1997,508,12.0
Virginia,1988,482,10.0
Virginia,1981,474,14.0
Virginia,1980,468,16.0
Virginia,2005,465,13.0
Virginia,1984,457,11.0
Virginia,1987,453,10.0
Virginia,1982,427,15.0
Virginia,1986,427,14.0
Virginia,2007,427,15.0
Virginia,1998,421,13.0
Virginia,2003,419,16.0
Virginia,1985,413,12.0
Virginia,2006,408,16.0
Virginia,1983,405,13.0
Virginia,2000,398,13.0
Virginia,2004,392,15.0
Virginia,2009,392,15.0
Virginia,2002,391,15.0
Virginia,2010,387,17.0
Virginia,2001,377,17.0
Virginia,1999,376,14.0
Virginia,2008,370,17.0
Virginia,2014,354,15.0
Virginia,2013,336,18.0
Virginia,2012,334,18.0
Virginia,2011,319,18.0
Washington,1994,317,22.0
Washington,1995,288,23.0
Washington,1993,287,23.0
Washington,1992,274,22.0
Washington,1988,273,21.0
Washington,1996,258,21.0
Washington,1987,254,21.0
Washington,1997,250,23.0
Washington,1990,249,23.0
Washington,1985,234,22.0
Washington,1983,226,22.0
Washington,2005,226,21.0
Washington,1986,225,24.0
Washington,1980,222,24.0
Washington,1991,221,25.0
Washington,1984,216,23.0
Washington,1998,215,21.0
Washington,2012,215,21.0
Washington,1989,211,23.0
Washington,1981,208,27.0
Washington,2002,208,22.0
Washington,2004,208,23.0
Washington,2006,207,23.0
Washington,2009,207,22.0
Washington,2014,206,20.0
Washington,2003,204,23.0
Washington,2000,203,21.0
Washington,2001,199,22.0
Washington,2013,194,21.0
Washington,1982,192,28.0
Washington,2008,192,22.0
Washington,2007,186,27.0
Washington,2011,183,23.0
Washington,1999,182,23.0
Washington,2010,175,24.0
West Virginia,1980,134,35.0
West Virginia,1993,129,34.0
West Virginia,1989,125,31.0
West Virginia,1981,122,33.0
West Virginia,1986,120,33.0
West Virginia,1992,118,35.0
West Virginia,1991,112,35.0
West Virginia,1990,110,31.0
West Virginia,1994,110,34.0
West Virginia,1982,107,35.0
West Virginia,1987,104,34.0
West Virginia,1988,101,33.0
West Virginia,1983,97,34.0
West Virginia,1995,92,35.0
West Virginia,1984,88,34.0
West Virginia,1997,85,35.0
West Virginia,2011,84,34.0
West Virginia,1998,81,33.0
West Virginia,2005,78,36.0
West Virginia,2009,77,36.0
West Virginia,2002,76,34.0
West Virginia,2006,76,36.0
West Virginia,1985,75,36.0
West Virginia,2014,74,35.0
West Virginia,2012,72,34.0
West Virginia,1996,69,34.0
West Virginia,1999,69,33.0
West Virginia,2004,66,36.0
West Virginia,2003,65,36.0
West Virginia,2000,64,34.0
West Virginia,2008,64,36.0
West Virginia,2007,62,37.0
West Virginia,2013,58,36.0
West Virginia,2010,57,38.0
West Virginia,2001,40,37.0
Wisconsin,1991,248,23.0
Wisconsin,1994,247,25.0
Wisconsin,1993,241,25.0
Wisconsin,1995,241,26.0
Wisconsin,1990,238,25.0
Wisconsin,1996,225,24.0
Wisconsin,1997,225,25.0
Wisconsin,2005,220,23.0
Wisconsin,1992,219,26.0
Wisconsin,1999,200,22.0
Wisconsin,2001,198,23.0
Wisconsin,2007,198,24.0
Wisconsin,2003,193,25.0
Wisconsin,2013,182,23.0
Wisconsin,2012,181,23.0
Wisconsin,1989,176,25.0
Wisconsin,2006,174,28.0
Wisconsin,2000,172,24.0
Wisconsin,2014,171,24.0
Wisconsin,2010,170,27.0
Wisconsin,1987,168,27.0
Wisconsin,2002,166,28.0
Wisconsin,2004,160,29.0
Wisconsin,2009,154,31.0
Wisconsin,1981,148,32.0
Wisconsin,1982,148,30.0
Wisconsin,2011,147,28.0
Wisconsin,2008,146,29.0
Wisconsin,1980,145,32.0
Wisconsin,1988,145,29.0
Wisconsin,1986,144,32.0
Wisconsin,1985,142,29.0
Wisconsin,1983,135,30.0
Wisconsin,1984,124,30.0
Wyoming,1980,34,45.0
Wyoming,1982,34,43.0
Wyoming,1983,30,44.0
Wyoming,1986,29,45.0
Wyoming,1981,26,46.0
Wyoming,1985,25,46.0
Wyoming,1990,23,44.0
Wyoming,1989,22,46.0
Wyoming,1984,20,47.0
Wyoming,1992,20,44.0
Wyoming,1994,20,43.0
Wyoming,2011,20,44.0
Wyoming,1993,18,47.0
Wyoming,1996,18,45.0
Wyoming,1997,18,44.0
Wyoming,2007,18,46.0
Wyoming,1998,17,43.0
Wyoming,2003,17,46.0
Wyoming,2005,17,47.0
Wyoming,2012,17,45.0
Wyoming,2013,17,46.0
Wyoming,2002,16,45.0
Wyoming,1991,15,45.0
Wyoming,1988,14,46.0
Wyoming,2014,14,49.0
Wyoming,1999,13,47.0
Wyoming,2004,13,50.0
Wyoming,1995,12,48.0
Wyoming,2000,12,46.0
Wyoming,2009,12,48.0
Wyoming,1987,11,48.0
Wyoming,2001,11,47.0
Wyoming,2008,10,49.0
Wyoming,2006,9,50.0
Wyoming,2010,8,50.0
